pos	HSC	MPP	LMPP	CLP	CMP	GMP-A	GMP-B	GMP-C	MEP	Mono	mDC	Ery	Mega	CD4	CD8	Bcell	Plasma	NK	pDC	chr
24495239	3.973181902425873e-05	3.5791652045285566e-05	0.0	8.197504680756434e-05	0.0	0.0	0.0	0.0	0.0	3.015986707815391e-05	9.241159858203038e-05	1.485475976528137e-05	3.5431235320567496e-05	5.853646203517608e-06	1.0819177932360848e-05	3.9978838187774656e-05	0.0001016785573692366	0.0	7.49134120547247e-05	chr1
24495339	3.973181902425873e-05	5.8251514234776846e-05	0.0	0.00010954512981459269	9.85500236043665e-06	0.0	8.836607384219193e-06	0.0	0.0	4.818440302426956e-06	1.3567353808442133e-05	0.00021126769443955725	1.8429433756485658e-05	2.9138149990843203e-05	4.602187627944539e-06	8.164990283426815e-05	0.0001546727172156778	0.0	0.0	chr1
24495439	1.799931398749976e-05	7.158330409057113e-05	0.0	4.595013834504727e-05	8.799109250389866e-06	0.0	2.6715324649965003e-05	0.0	2.7736898093735813e-05	3.105217083786261e-05	2.9950573501655277e-05	0.0003792915341661313	5.658614827611221e-05	8.078031871471691e-05	1.0415477263242904e-05	6.102589855612275e-05	0.00018516032133734014	0.0	0.0	chr1
24495539	0.0	6.185470068228882e-05	4.1106531617290895e-05	2.2423667512383067e-05	3.226340058476284e-05	3.701207707218764e-05	2.712632964457985e-05	0.0	5.410968644515675e-05	8.20919458932e-06	7.62843666965237e-05	0.0002492298627272942	6.268603128001943e-05	7.765837423712411e-05	2.4222040147076523e-05	5.044948584853699e-05	0.00017207140330027378	0.0	0.0	chr1
24495639	0.0	3.819377634362688e-05	8.333160831260331e-05	0.00011358874198895685	3.226340058476284e-05	3.0497951507482614e-05	8.692755636103998e-05	0.0	3.330701287485489e-05	3.587061114028956e-05	7.62843666965237e-05	9.143929899962087e-05	3.8675853939667084e-05	1.8211343744277003e-05	3.5364178614731725e-05	2.2527757831736644e-05	9.625144380119677e-05	0.0	0.0	chr1
24495739	0.0	5.008429162041638e-05	4.222507669531242e-05	0.00010954512981459269	8.799109250389866e-06	0.0	3.431891705033966e-05	0.0	2.7736898093735813e-05	5.318130407863826e-05	8.37080131200109e-05	8.945866436425002e-05	4.140133357971074e-05	3.343082387342278e-05	5.934399836033748e-05	1.3008986916918343e-05	5.2674918841791e-05	9.416956052991389e-06	9.575398533310674e-06	chr1
24495839	0.0	3.5311227185617305e-05	0.0	0.00010954512981459269	5.866072833593244e-07	3.790036692192014e-05	0.0	0.0	3.1147172449523e-05	6.942123250533652e-05	0.00011365858662166618	0.000104973635674655	6.995397698680251e-05	3.876414596996104e-05	4.699075788532845e-05	5.58434562804134e-05	4.9322878551858846e-05	4.754043892875205e-05	0.0001222271459840245	chr1
24495939	0.0	1.8256144667393983e-05	2.8802535759054162e-05	0.00010954512981459269	2.40508986177323e-05	1.5100927445452555e-05	0.0	0.0	3.387539193415275e-05	4.532903099320173e-05	0.0001123786475831339	5.7768510198316435e-05	8.78642704192292e-05	5.7235651767727716e-05	4.8605560561800225e-05	3.5642508869930746e-05	5.059984628135681e-05	3.6680562440251316e-05	0.00019657729930149561	chr1
24496039	0.0	8.527541259111663e-06	8.333160831260331e-05	6.653580032362844e-05	2.592804192448214e-05	0.0	0.0	0.0	2.69411674107188e-05	1.0529184364562608e-05	8.08921472352399e-05	0.0	7.021354596919818e-05	2.2113774546622074e-05	3.8593783967675264e-05	4.780538310047764e-05	3.16049513050746e-05	5.08819399637438e-06	0.00026360508903467035	chr1
24496139	0.0	7.086266680106874e-06	5.7325435248602944e-05	5.6242969334337855e-05	2.4637505901091624e-06	0.0	0.0	0.0	3.478479842902934e-05	5.032593204757043e-05	1.868710996257124e-05	9.375003940755353e-05	7.358794984019405e-05	3.2780418739698604e-05	3.657528062208555e-05	8.027496902321121e-05	4.4853491498615975e-05	0.0	0.0001351820969408566	chr1
24496239	0.0	3.110750966352001e-05	1.398181347526901e-06	7.021181139123223e-05	0.0	0.0	0.0	0.0	1.3527421611289188e-05	9.297805176164608e-05	0.0	0.0002452685941160794	7.735170787933417e-05	5.164216761769978e-05	4.8121119758858696e-05	0.00011824428837609911	8.890888040683737e-05	0.0	1.295495095683209e-05	chr1
24496339	0.0	2.7023898356339776e-05	0.0	3.3084099608434035e-06	0.0	0.0	0.0	0.0	0.0	8.744576845145217e-05	0.0	0.00019740325674749777	5.996055208096038e-05	6.491043256471736e-05	6.305804451622255e-05	0.00013675301010532297	0.0001754234434676763	1.1847138260214973e-05	0.0	chr1
24496439	0.0	1.4773064434799077e-05	1.7617084978838955e-05	0.0	6.4526801169525685e-06	0.0	0.0	0.0	0.0	9.404881707824719e-05	1.5103280654680866e-05	0.0001363336840680268	3.7248221747263265e-05	5.801613814724108e-05	6.62069097353425e-05	0.00012755153245519834	0.00019186440258236526	1.2454683812020869e-05	0.0	chr1
24496539	0.0	9.368284763531122e-06	2.6845081872516502e-05	9.484108554417756e-05	2.9916971451325543e-05	0.0	0.0	0.0	3.751301791365909e-06	5.300284332669651e-05	6.630084219597194e-05	0.0002455987002357607	5.580744024851291e-06	7.401610513779776e-05	2.4464260548547288e-05	0.00011961922280418784	0.00016680391461936907	2.3542390132478473e-05	0.0	chr1
24496639	0.0	4.2877918725392444e-05	0.0	0.000218722658522425	4.024125963844965e-05	0.0	2.7331832141887274e-05	0.0	3.535317788675724e-05	5.318130407863826e-05	7.014065931156876e-05	0.0001914613515917552	1.4016752434510219e-05	6.048767779777178e-05	1.3160641813244911e-05	9.360124814352857e-05	9.273978382288628e-05	4.427488145874779e-05	0.0	chr1
24496739	0.0	5.4768434002181945e-05	0.0	0.00022791268619143447	7.086215982980639e-05	0.0	4.829308686724443e-05	0.0	6.979694958089516e-05	5.318130407863826e-05	7.62843666965237e-05	0.0001089349049453967	4.01034861320709e-05	5.5024274313065515e-05	1.4533224088245914e-05	5.53146354272219e-05	2.0431483671967418e-05	4.3363563469788804e-05	0.0	chr1
24496839	0.0	2.1739224899988887e-05	1.9854175134881996e-05	0.00016395009361512867	4.364358188193373e-05	0.0	4.027848947225493e-05	0.0	5.820201627661591e-05	3.694137565194e-05	4.223798827156513e-05	0.00020037420693024485	4.503530643310228e-05	9.886158032607515e-06	1.6390247166188447e-05	4.473822329964601e-05	5.203643497704202e-05	3.090887994812496e-05	8.955813922331748e-05	chr1
24496939	0.0	0.0	0.00010374505598649607	1.1395634309571722e-05	2.7805185231231977e-05	0.0	6.123974419761209e-05	0.0	5.7633637217318044e-05	1.570454617087304e-05	0.0	0.00019872367740790886	5.399045371157099e-05	9.886158032607515e-06	9.365855523536255e-06	3.4690631778448914e-05	5.427112850366346e-06	2.718766344331385e-05	0.0001678511037015636	chr1
24497039	0.0	0.0	5.7605071518108325e-05	0.0001297631906864135	4.340893896859001e-06	0.0	6.123974419761209e-05	0.0	3.387539193415275e-05	3.0695249333979126e-05	0.0	8.41769720032611e-05	0.00010330865231203872	1.912191093149085e-05	2.0669474258838633e-05	4.6113157406878205e-05	3.8149410918751666e-05	3.7819710357952844e-05	0.00023487889343473832	chr1
24497139	0.0	0.0	0.0	0.00011358874198895685	0.0	0.0	2.8564847125731812e-05	0.0	1.4209476482446625e-05	0.0	4.889367127193297e-05	7.757485655202493e-05	7.994740037124776e-05	5.593484150027936e-06	2.4060559879429348e-05	8.450553366445076e-05	5.5228854300786925e-05	4.731260944361051e-05	0.0003357022074031272	chr1
24497239	0.0	6.846054250272743e-06	0.0	2.977568964759063e-05	8.564466337046135e-06	0.0	0.0	0.0	7.1615761471531e-06	2.5341426775726955e-05	7.602837888881724e-05	0.00011586712616919467	4.282896577211456e-05	6.894294417476293e-06	3.447603714267225e-05	8.344789337724084e-05	5.858089459071908e-05	4.41989388454861e-05	0.0002743070050424882	chr1
24497339	0.0	5.8972151068984535e-05	0.0	0.0	3.2028757671419114e-05	0.0	0.0	0.0	2.69411674107188e-05	1.1599948876213043e-05	2.483081734752617e-05	6.04093563788109e-05	5.6845718206624776e-05	2.8097501776884517e-05	3.8432303700028085e-05	8.133261070491295e-05	0.00010056121027334549	3.987017678886909e-05	8.56153280625425e-05	chr1
24497439	0.0	9.308231419811551e-05	0.0	3.3084099608434035e-06	5.021358345555817e-05	0.0	0.0	0.0	3.091982082580386e-05	0.0	0.0	0.0	4.062262511112684e-05	7.934942631434979e-06	9.608075925007021e-06	9.391854119843144e-05	6.496573332573005e-05	2.5744742757774844e-05	0.0001824958308701564	chr1
24497539	1.3332825175925746e-07	5.392768984558358e-05	0.0	0.0001433644316365475	5.983394290265109e-05	0.0	1.5823692292671578e-05	0.0	3.217025475625916e-05	1.8738378953882606e-05	4.6333793194868414e-05	0.0	2.8552643848076373e-05	0.0	1.7197648504424333e-05	0.00014658907480314166	5.459037043603795e-05	2.2631071804769627e-05	0.0003007801656934059	chr1
24497639	2.679897860361075e-05	8.455477336968804e-05	0.0	0.0002639375946539515	6.78118019563379e-05	0.0	1.726220977382354e-05	0.0	2.3985596302369903e-05	7.513197656747216e-05	2.9438597886242365e-05	2.7728884895191887e-05	5.8143565654264614e-05	0.0	3.867452410149885e-05	0.0001961924531483741	5.634620106409765e-05	3.2655573264388404e-05	0.0001988303342505099	chr1
24497739	3.973181902425873e-05	8.983944635843896e-05	0.0	0.00028562605995281385	7.215269585319689e-05	0.0	0.0	0.0	4.046858902200799e-05	7.941503461407391e-05	0.0	1.287412512991052e-05	9.370458298549157e-05	0.0	4.214634985591315e-05	0.00020010572505556733	0.0001447762180822548	3.478198235695918e-05	0.0001678511037015636	chr1
24497839	1.319949692416649e-05	2.4501667843081396e-05	0.0	0.0001849033567004702	9.561698718756988e-05	0.0	0.0	0.0	4.399253918965475e-05	5.318130407863826e-05	0.0	0.0	0.0001397781675751488	0.0	9.688816058830609e-06	0.00020253829761125475	0.00028125214847839067	4.89833592432793e-05	0.0001678511037015636	chr1
24497939	2.2399146295555257e-05	2.0898481395569426e-05	0.0	1.1763235416332101e-05	8.541002045711763e-05	0.0	0.0	0.0	2.8532628776752823e-05	3.462138587669739e-05	0.0	4.390406775072049e-05	0.00010110231599474931	0.0	0.0	0.0001327339762611465	0.00032658449874456967	4.0249892807140616e-05	8.167251690176752e-05	chr1
24498039	6.666412587962874e-05	9.007966118779924e-06	0.0	4.3744531704485e-05	2.0296612004232625e-05	0.0	3.041436960149862e-05	0.0	9.321416572484987e-06	6.674432122621042e-05	1.8175134347158328e-05	8.615760663863194e-05	2.336125405751703e-05	1.886174887800118e-05	2.6644244161784177e-06	0.00010904281089874338	0.0002477317477145854	3.4706039646911814e-05	0.0	chr1
24498139	7.706372951685082e-05	0.0	0.0	0.00010954512981459269	0.0	0.0	8.63110488691177e-05	0.0	2.6259112539561363e-05	0.00010065186418713522	4.7613732233400696e-05	4.951586588427123e-05	0.0	4.565844038743734e-05	2.890496790884465e-05	8.810151356569513e-05	0.00017382723811184484	2.0276832791521782e-05	0.0	chr1
24498239	7.693040126509156e-05	2.6663579490093855e-05	1.6498539900817433e-05	9.741429329150022e-05	0.0	0.0	3.6168439526106466e-05	0.0	3.808139697295696e-05	0.00010939644159574591	2.5342792962939078e-05	4.7205125476338575e-05	0.0	5.541451739330002e-05	3.907822477061679e-05	5.288206095873597e-05	0.0001345604774540631	2.5061253931338484e-05	7.322363584296399e-05	chr1
24498339	4.133175804536982e-05	6.846054205973799e-05	4.362325804283931e-05	4.8523346092369915e-05	1.7480897044107868e-05	0.0	0.0	0.0	6.218066925205403e-05	0.00015579623917047128	4.658978100257487e-05	8.02157027325194e-05	0.0	5.268281583165847e-05	5.530699166915806e-05	7.773663085303113e-05	0.00010806339570165026	2.1567867008454582e-05	3.210574802345344e-05	chr1
24498439	1.4932764197036837e-05	4.071600685688526e-05	0.0	8.638626008868886e-05	4.8923047432167656e-05	0.0	0.0	0.0	7.695852574178723e-05	0.0001631131304715537	0.00010981876950606934	9.837152022341885e-05	0.0	5.229257275142396e-05	9.188227229124362e-05	7.530405690285189e-05	2.075072560434191e-05	3.7971596987868504e-07	0.0	chr1
24498539	3.746523874435135e-05	2.02979503209841e-05	1.398181347526901e-06	0.00014189402720950596	6.11244789260416e-05	3.3458917673257625e-05	0.0	0.0	0.00010003471630492371	0.00016507619698352062	9.34355498128562e-05	6.767168337517068e-05	0.0	3.186985155248475e-05	0.00012765015157509328	2.9085133437218144e-05	2.426238686046131e-05	3.121265279661716e-05	6.928082468218901e-05	chr1
24498639	3.973181902425873e-05	6.245523175687415e-06	2.7404354411527263e-05	0.00010807472538755118	7.41471606166186e-05	3.227453120694762e-05	3.041436960149862e-05	0.0	7.161576174631033e-05	0.00012260253731992968	6.860473246533003e-05	3.895248116229337e-05	0.0	3.05690414821763e-05	0.00032828938860084963	5.330511765362981e-05	0.00010758453413341013	0.0003050638091278277	0.00023938496333276687	chr1
24498739	3.5731971471481005e-05	4.6721317602738544e-05	0.0	1.8747656444779287e-05	0.00016249021749053285	0.0	9.288712878295524e-05	0.0	7.309354767143687e-05	9.761803189859536e-05	4.6077805387161965e-06	8.153612582276662e-05	0.0	0.00019082887338647177	0.0009640372161129702	9.857216288010263e-05	0.00013392199488462724	0.0011964090729415604	0.0002517766555523454	chr1
24498839	3.8798521261943925e-05	6.101395717786936e-05	0.0	0.0	0.00017082004091423526	0.0	6.473328665183828e-05	0.0	6.922857120854563e-05	0.0001591869911920031	0.0	0.00021192790924760371	0.0	0.00023024342408492496	0.0012646327391146357	0.00011951345931228449	0.000118119517499171	0.0013610539108350086	0.0001678511037015636	chr1
24498939	2.8798902379999612e-05	6.701926792372264e-05	0.0	3.676011067603781e-05	0.00012752842340231713	0.0	6.123974419761209e-05	0.0	5.9111423692003266e-05	8.887345451298325e-05	0.0	0.0001165273408731053	2.7514365889964503e-05	0.0001246176265567468	0.0004575543471451698	0.00010343731324858821	0.00012274852602622382	0.0006652623803243605	0.00018136931339564927	chr1
24499039	5.466458322129556e-05	3.0146659944183484e-05	0.0	9.92522988253021e-06	0.0001068798470280689	7.047099474544526e-05	3.637394202341389e-05	0.0	0.00011492624827678127	0.0	0.0	7.196305841847419e-05	8.968125580961116e-05	7.375594275574158e-05	0.0001582506622942333	7.202536768710837e-05	0.00015499195993574273	0.00034706039545286853	0.00023938496430572526	chr1
24499139	5.333130070370299e-05	4.2517600080641244e-05	6.431634198623745e-06	2.7570083007028363e-05	8.376752006371152e-05	0.00017647358348019067	0.0	0.0	0.00013811611254971543	0.0	0.0	0.00017066468441445483	0.00010227037464056683	3.5382039274595316e-05	0.00011642727297361449	7.974614842917305e-05	0.0002083053658980698	0.00024165123953680858	0.0002382584468312181	chr1
24499239	4.346501007351793e-05	5.0684822695001714e-05	8.445015339062483e-05	0.0001496136504514739	6.792912341300976e-05	0.00012939422144436798	2.5276807168813044e-05	0.0	0.000246221815137495	3.5513689636406084e-05	5.0941573733584613e-05	0.00014425622389385216	9.941510943993769e-05	0.00010549571355528693	0.00014686630342510733	0.00013812794584151908	9.673030803008011e-05	0.00016601182127280666	0.0001678511037015636	chr1
24499339	6.533084247939736e-05	3.687260797953916e-05	0.00021140502781211918	0.00010403111321318702	6.804644486968163e-05	9.415872407164535e-05	6.123974419761209e-05	0.0	0.0002673655196055952	5.318130407863826e-05	7.62843666965237e-05	0.00024889975851676986	4.7501215944190296e-05	0.00014985334447478775	0.00016955428102953567	0.00023786351922638134	2.2985419130963346e-05	0.0001363939724767348	0.0002224872012151598	chr1
24499439	0.000107329240030895	1.9216994386730507e-06	0.0002458002907637506	6.984421028447185e-05	5.056554782557376e-05	0.0001285059311131365	4.829308686724443e-05	2.8082349242297106e-05	0.0002426978649011534	5.318130407863826e-05	4.53098419640426e-05	0.00021786981360497155	3.815671496061115e-05	0.00011199976553870951	0.00014347521780451661	0.00023997880298468516	0.000155311206156654	0.00010647235630862682	0.00029064150842284165	chr1
24499539	0.00013239495148772667	1.549370172430147e-05	0.00012835305004618009	0.00014777564491767203	5.173876239229241e-05	0.000122287902165009	7.192587405759809e-06	6.809348400344609e-05	0.00020484382135172022	3.0873710085920863e-05	0.0	8.780813550144098e-05	5.2303252139885357e-05	2.7186934589670665e-05	0.00011327840775449454	0.00021935479446136112	0.0002239482239802408	6.834887438459196e-05	0.00010138657270564244	chr1
24499639	0.00010772922734582528	4.912344190107986e-05	5.3969800014538385e-05	0.00016284729029484752	6.182840766607279e-05	5.063252143475269e-05	0.0	7.405787676287202e-05	0.00012970410585189283	0.0	0.0	5.182660643105167e-05	5.282239111894129e-05	1.7691019637297658e-05	0.00010552735490743006	0.0002468534663385962	0.00014525508189103657	5.0502224074519836e-05	0.0	chr1
24499739	7.946363804851746e-05	7.33848966006219e-05	0.0	7.535822688587752e-05	0.00012248360076542693	5.1816907684388155e-05	0.0	2.857938197224927e-05	0.00010026206625248892	2.3735280008251302e-05	5.017361031046525e-05	0.00030369731152052635	3.971413189777895e-05	5.229257275142396e-05	9.373929536918615e-05	0.00018445263431695434	0.00013727403442187743	4.17687558397807e-05	7.378689458021755e-05	chr1
24499839	5.293131594842522e-05	6.497746220860621e-05	5.313089120602225e-06	1.8380055338018908e-06	0.00011673484938850555	0.00017143993984277558	0.0	0.0	0.0001357289195526757	1.802453594611565e-05	0.00012978581850717287	0.0003591550822828446	3.8675853939667084e-05	3.343082387342278e-05	7.153575856769934e-05	0.00014479108445761914	0.00020032432042439306	5.490692834919037e-05	0.0001678511037015636	chr1
24499939	2.1999161540277483e-05	4.79223797519092e-05	0.00010570250987303373	0.0	6.898501652305654e-05	0.00014804830797577622	0.0	0.0	0.00015278029322758906	3.7833679411648694e-05	0.00012978581850717287	0.00021324833081052535	5.308196060846926e-05	5.125192521650274e-05	2.478722108384164e-05	0.00015801160115966843	8.028934814520496e-05	3.333906215534854e-05	7.941948195275325e-05	chr1
24500039	0.0	3.5791652045285566e-05	0.00016666321662520662	1.9482858658300042e-05	2.592804192448214e-05	9.415872407164535e-05	0.0	0.0	0.0001225425269981633	3.979674768300782e-05	3.6350268694316657e-05	0.00015052823228818454	5.178411316082942e-05	9.612988033060064e-05	2.486796121766523e-05	0.00017662608842934115	0.0	3.2807459797518384e-05	0.0	chr1
24500139	0.0	1.525348929446734e-05	0.00016666321662520662	4.558253723828689e-05	1.5251789367342435e-05	8.734850189036282e-05	0.0	0.0	0.00010458174979599017	2.659065203931913e-05	2.559878077064553e-07	3.334068302874263e-05	2.1933621865113215e-05	9.079655778502148e-05	3.8270823432380906e-05	0.000140560521358959	3.671282225807492e-05	3.174425508185807e-05	0.0	chr1
24500239	0.0	9.728603408282319e-06	0.00016666321662520662	2.2791268619143445e-05	1.560375373735803e-05	4.323010602031516e-05	0.0	0.0	7.536706418340766e-05	0.0001129656561171124	5.145354934899752e-05	0.0	2.102512865176533e-05	7.752829193992209e-05	3.108495152208154e-05	9.349548589802941e-05	0.00014365887053125365	4.708477962778459e-05	0.0	chr1
24500339	0.0	3.374984639169545e-05	0.0001188454145397866	0.00019299058104919854	3.4961794088215735e-05	3.9676946621385144e-05	3.308590206649512e-05	2.55971855925363e-05	6.77507838683055e-05	0.000233248201074458	9.650740350533367e-05	6.238999101418176e-05	7.540493560541291e-05	7.310553703059768e-05	2.7613125767667237e-05	5.161289158981131e-05	0.00017223102883506548	5.019845034689109e-05	5.238306256458193e-05	chr1
24500439	0.0	3.5791652045285566e-05	5.900325286563523e-05	0.00033194379940462145	3.4961794088215735e-05	0.0	0.00010973833356216395	7.082716401818296e-05	7.741322904418138e-05	0.0002482389036625993	0.00014693700162350537	0.00013039178016191423	8.968125653723575e-05	7.947950750537788e-05	3.0600510719140005e-05	5.7006862354884884e-05	0.0001178002775447747	3.9642347255334714e-05	0.00016503481001529574	chr1
24500539	0.0	1.6814870088389194e-05	3.0759989645591827e-06	0.00033231140051138183	3.5548401371575054e-05	0.0	0.00018371923259283626	2.112389102296685e-05	0.00010014839416388932	0.00015187010014390518	0.00010060320842863695	0.00011949828966737457	0.00011317229271565839	8.962582844574801e-05	5.272330738680323e-05	0.00011813852558761199	8.236441986543604e-05	4.7616382372757446e-05	0.0001678511037015636	chr1
24500639	3.079882615638848e-05	5.1165247554669976e-05	0.0	0.0001768161323517419	7.332591041991554e-05	0.0	0.00016584051532709046	0.0	0.00018927023255777196	0.00016025775679608662	4.428589073321677e-05	0.0001449164341546338	0.00014795460523847362	9.704044663068492e-05	7.072835722946345e-05	8.29190715738204e-05	8.571646041793166e-05	6.865264611198343e-05	0.0001875651595054385	chr1
24500739	6.039769804694364e-05	7.398542814280721e-05	0.0	1.9482858658300042e-05	7.285662459322809e-05	0.0	9.823019371294824e-05	0.0	0.0002022292751097633	0.00012884866309742366	2.1758963655048703e-05	3.334068302874263e-05	0.00010460650271427538	0.00010354449883315185	6.862911375005015e-05	0.00012765729686030873	9.752841037541544e-05	6.462765727487038e-05	0.00030021690695615234	chr1
24500839	9.986286041637434e-05	6.1013957067122e-05	2.7124718142021883e-05	0.0	8.329823423702407e-05	0.0	4.315552443455885e-05	0.0	0.0001963181315191688	7.084891852087043e-05	7.551640327340432e-05	0.0	8.293245020639475e-05	0.0001001623926415881	8.154753516182429e-05	0.00014955047022354416	0.00017542344322261707	5.2932405386475935e-05	0.0003385185061487786	chr1
24500939	0.00015706068042109579	4.215728143589005e-05	4.921598343294692e-05	0.0	8.31809127803522e-05	0.0	8.425602389604347e-05	0.0	0.00022098578561909605	7.03135362650452e-05	9.34355498128562e-05	4.291375043303507e-06	0.00011485949344947328	9.938190627302696e-05	0.00012159464153832415	0.00014267580183465378	0.00015132067874618576	5.893191755731517e-05	0.00020840573482703315	chr1
24501039	0.00012879508998896665	3.687260797953916e-05	0.0	8.050464238052281e-05	8.75218066772112e-05	0.0	0.00012391800587637614	0.0	0.0001598281954863379	0.00011671333176989738	0.0001080268556885722	7.031252955566515e-05	0.00015989479805248946	9.313801648547286e-05	0.0001665668960780629	0.00022474876367151463	0.00020223977254376697	8.953702559254278e-05	0.00015376963527022436	chr1
24501139	7.506380532436081e-05	5.1405459984504106e-05	0.0	8.895946783601151e-05	0.00014031646217955039	6.691783534651525e-05	0.00016501850533786076	0.0	6.286272498876638e-05	0.00024466968933672083	0.00029080215738983234	6.106956792393452e-05	0.00047514193358098725	0.0001613004778949541	0.00022897901952369674	0.00030100469672796005	0.00012195042287569385	9.500493613950989e-05	4.111788781951055e-05	chr1
24501239	9.14631798620392e-05	5.008429162041638e-05	6.990906737634506e-06	2.793768411378874e-05	0.00023675469996711646	0.00016611020189997812	0.00018269172010629915	0.0	2.2507811160364457e-05	0.00035210305933781124	0.0004047167367354711	0.0	0.0006807209666412295	0.0002558693940311618	0.0002243768318957522	0.00022950815355921194	6.624270128278303e-05	8.490449034868371e-05	0.0	chr1
24501339	0.0002357243441423717	0.00011482153867972548	0.0001163286911784366	0.00013086599625120163	0.0003655736617621714	0.00016818287807157092	0.0001789926742018539	0.00010089764314462398	0.0001805171950583238	0.00038440446177537784	0.0006330578640091697	9.903173176854247e-07	0.0008298436210223025	0.00037801547622792455	0.00023769895560910045	0.0002768904797920268	9.800727355404488e-05	8.429694529693713e-05	0.0	chr1
24501439	0.00046091575860235905	0.00038265839093078234	0.0004756613059644576	0.0004977319072109361	0.0008643071780063772	0.0006472672113738764	0.000558144777366538	0.0006568287345508006	0.0005738355103024593	0.0007447167081819697	0.0014839613603825357	0.00018518934198250475	0.0016201029264440382	0.0008790876016317335	0.00044318260302226437	0.0006431516373356065	7.262753961519668e-05	0.00028828036639665875	0.0002236137277381798	chr1
24501539	0.0004901146397987382	0.00044223107739349934	0.00045329040264661924	0.0005532396747325581	0.0007905119791887803	0.0007822872672090947	0.0006970644635611235	0.00077984433072608	0.0006719377429578828	0.0006554863320731087	0.0011926472293745235	0.0003314262025597325	0.0011152402860254587	0.0009289086336155007	0.0005073710125560069	0.0007656264879712026	2.2346935266214365e-05	0.00032602412790673935	0.0005007370459261033	chr1
24501639	0.000444783030216107	0.0005156159702902372	0.0003654846138416829	0.00045141416607574823	0.0006094849714936812	0.000473458487668454	0.00068185727582223	0.0005462389596450142	0.0005736081688180976	0.00042830579605870086	0.0007395488085391717	0.0001947624086231344	0.0007361390594245641	0.0010919001628319775	0.0005693794346069866	0.000654362630463965	2.8252911015142447e-05	0.000279319063490679	0.00042976643277287807	chr1
24501739	0.0003599862616432907	0.00043850778466954395	0.00027739918836168547	0.0004488409567252063	0.0004767944065687959	0.00040446797867821555	0.0006627455398801072	0.0005159199670448279	0.0004856230880482079	0.0002423496998719592	0.0007277733701699117	0.00011883807912889737	0.0007395134436055976	0.001002274347025088	0.0004757208799762375	0.00047086187932242584	0.00014812825838969118	0.000198667395440528	0.0003357022074031272	chr1
24501839	0.0003791855353437661	0.00042769822928930256	0.0002458002844551068	0.0006363175285478079	0.000510231018947637	0.0004500668587385984	0.0007303558602634051	0.0005927115196150487	0.00047834782861519735	0.00024520507369691713	0.0007390368329578995	0.0001637324649262541	0.0006929207190226198	0.0010726481737213182	0.0005806023176221433	0.00045034363898044665	0.0003685648253323324	0.00014892460332996196	0.00018362234834466354	chr1
24501939	0.0004353167309357724	0.0005981289379325035	0.0001949064843964859	0.0005219935852271008	0.0007038114225570373	0.0004704975218397283	0.0009095540140926877	0.0007562352684800538	0.0006291956319832733	0.0002932110195455258	0.0007323811473969764	0.00013402294366009413	0.0005837717553570263	0.001709394817741304	0.0007994080785911503	0.0004530935047761465	0.0004558775089779161	0.00013381190505911878	0.0001334923264695503	chr1
24502039	0.0006518418072535213	0.0009148490116933014	0.0003350042616822635	0.0003591462858740644	0.0010981288473540362	0.0007769575234401596	0.0010073732185340628	0.000837003087032551	0.0008032333086095675	0.00042330890153593196	0.000742876646813056	0.0003334068381670378	0.00042828963761224777	0.0027214252392422926	0.0011285048721579162	0.00046335262716845047	0.00038037678260658504	0.00012849588240028108	0.0005429814432418623	chr1
24502139	0.0006786407880132925	0.0009359877013841369	0.00036800133814932946	0.000404361219520601	0.0008955146954625988	0.0008181149501350636	0.0012977482558453608	0.0010333310116956754	0.0006270358022331184	0.0003601337961995042	0.0006942389529359048	0.0004106515966872647	0.00034847203001168374	0.0027741080488421395	0.0010098976175662892	0.00041057632780116	0.0004737550496290595	0.0001102695170397942	0.0009772539209077387	chr1
24502239	0.0009472972098232267	0.0012458617281424615	0.0007387990334961803	0.0002837880547396558	0.0009648516717682113	0.0007242523215966231	0.0016916965270238982	0.0012634571597516064	0.0003942277298724804	0.0003224785810240838	0.0007277733580158094	0.0001142165982783201	0.0006042777568922215	0.002295670010635913	0.0009048546960250558	0.00045817018032670597	0.0003487718228644708	0.00011391478899563014	0.0014729216153340381	chr1
24502339	0.0043390345136877315	0.004218010064571604	0.003156534216305129	0.00071535175575972	0.0028922085518912786	0.0021917071750221727	0.0030572605616379974	0.0024627970945344585	0.0012470236815166043	0.0008560762164046756	0.0013262728663287818	0.0006734158050452748	0.0013593653773662352	0.006178588839790364	0.0028060426724546357	0.001399470885991195	0.0003939445622644043	0.0004511785147726812	0.0030348381724505176	chr1
24502439	0.008438078181572528	0.007184873712728859	0.004687822425052393	0.001199482411118631	0.004538228594946117	0.003946079643579609	0.004080046474418431	0.003497122147610833	0.0027551607207490433	0.0015529654493448746	0.001864103254195018	0.0013498025468744858	0.002232946479974461	0.00882977036152132	0.004573282757620298	0.00266578473728632	0.0004415116171548876	0.0009469356923052179	0.004049267221389194	chr1
24502539	0.010509332621235554	0.008930497365345222	0.005754634838682715	0.001144342255044534	0.00511908714532877	0.005272592482765221	0.005442733478596556	0.004542133429819694	0.0039955912188892806	0.002372100301608405	0.0027001594674515195	0.0010870383392801385	0.0033050982186552994	0.008713347838149045	0.005031402283102395	0.003403383724468661	0.000262097640377817	0.0012911862137370755	0.004524657500281286	chr1
